post_id	post_content	post_accessibility_content	post_hashtags	post_user_tags	post_like_count	post_comment_count	post_date	post_is_video	post_is_ad
B2bjn9-nQ_v	*Happy weekend*. ⠀⠀⠀⠀⠀⠀⠀⠀⠀. I’m thankful that the haze is better today that it was yesterday. I’d gone out to Chinatown yesterday and when lunch was over, the sky was tinged yellow-grey and smelled horribly acrid. We holed ourselves up in AC the rest of the day and went to sleep early.. ⠀⠀⠀⠀⠀⠀⠀⠀⠀. Woke up early today and finally got a haircut. I got about 5 inches chopped off and now I sport a short bob because it was too hot with hair on my neck. Climate change and global warming are real.. ⠀⠀⠀⠀⠀⠀⠀⠀⠀. Highlights of my weekend include: getting my hands on some lovely fabric, stopping by @troveofgai’s and @sundayshirt_’s pop ups, finally getting my hands on a thermal stainless steel flask, and a coffee in my Keepcup from @ppp.coffee. The coffee cup strap means I didn’t accidentally leave my coffee cup behind while window shopping!. ⠀⠀⠀⠀⠀⠀⠀⠀⠀. Bring a one-woman “I make everything myself” small business, I know how awesome it is when someone likes your stuff enough to buy something from you. I’ve been thinking about getting a thermal bottle for two months and am really happy with @bamboostrawgirl‘s. It’s been 3.5 hours and my ice cubes (omg the mouth of the bottle is wide enough for ice cubes!!) are still cubes inside my flask of iced tea and there’s no condensation on my sewing table. I also really like that there’s a handle on the cap.. ⠀⠀⠀⠀⠀⠀⠀⠀⠀. It’s always really nice to be able to support as local a business as possible and I’m really proud to be part of a local community of zero waste makers, bulk foods, and sustainable business owners 💪. ⠀⠀⠀⠀⠀⠀⠀⠀⠀. #bringyourown #reusables #reusablecoffeecup #coffee #keepcup #reusablecup #coffeecupstrap #coffeecupcarrier #coffeecupholder #zerowastecoffee #zerowasteonthego #zerowaste #zerowastesingapore #zerowastesg #saynotosingleuse #saynotodisposables #reusable #saynotodisposables #zerowasteinspo #tinkerboxinthewild #zerowasteshop #igsg #consciouschoices #designthinking #climatechangesolutions #butforstcoffee #weekendvibes #zerowastemaker #makermovement #coffeecupholder		#bringyourown | #reusables | #reusablecoffeecup | #coffee | #keepcup | #reusablecup | #coffeecupstrap | #coffeecupcarrier | #coffeecupholder | #zerowastecoffee | #zerowasteonthego | #zerowaste | #zerowastesingapore | #zerowastesg | #saynotosingleuse | #saynotodisposables | #reusable | #saynotodisposables | #zerowasteinspo | #tinkerboxinthewild | #zerowasteshop | #igsg | #consciouschoices | #designthinking | #climatechangesolutions | #butforstcoffee | #weekendvibes | #zerowastemaker | #makermovement | #coffeecupholder	@troveofgai | @sundayshirt_ | @ppp.coffee | @bamboostrawgirl	74	6	2019-09-15 19:42:19	False	False
B2WKZXmngIq	*What YOU GUYS say about my pantyliners 💛🙏😍*. ⠀⠀⠀⠀⠀⠀⠀⠀⠀. Thank you so much 🤗🙏💛 I’m so happy you guys love my pantyliners and I’m really encouraged by your kind words, sharing of my work, and your social and personal recommendations to your friends and network.. ⠀⠀⠀⠀⠀⠀⠀⠀⠀. Here’s some of what you guys have said:. ⠀⠀⠀⠀⠀⠀⠀⠀⠀. “Tried out these pantyliners from @insidethetinkerbox and they feel like nothing! ... I love how you can fold them up into a neat bundle for travelling purposes.” – @corrinelam. ⠀⠀⠀⠀⠀⠀⠀⠀⠀. “I’m also using the pantyliners already and I LOVE THEM! They wash nicely and honestly, are a breeze to use. I’m not buying any more pantyliners” (assume disposable 🤣?) “ever again!” – @justwannac2019. ⠀⠀⠀⠀⠀⠀⠀⠀⠀. “I’ve been loving them! ... They are really comfy! One liner can last me the entire day (day 9am to 11pm? Some days even longer!) When I used to use disposables I changed every time I used the bathroom cos they just get soooo stuffy!” – @xwonderlust. ⠀⠀⠀⠀⠀⠀⠀⠀⠀. “Hi ! I've been v happy using it for past month. I'd like to place 3 more panty liners orders pls” – Yane. ⠀⠀⠀⠀⠀⠀⠀⠀⠀. “... OMG. Your work is so good ! Love love how it looks (I found a few others and didn’t like how bulky it felt in my hand. Yours is so nice and slim. 👍” – @cleaner.living.sg. ⠀⠀⠀⠀⠀⠀⠀⠀⠀. “Super thin and breathable. Previously bought one but decided to buy five more.” – @haziraws. ⠀⠀⠀⠀⠀⠀⠀⠀⠀. Have you tried my liners? What do you think of them? 💛😍🤗🙏. ⠀⠀⠀⠀⠀⠀⠀⠀⠀. #reusablepantyliners #reusablepads #reusables #clothpads #pads #prettypads #rumps #pad #unbleachedcotton #ecofriendlypads #zerowasteliving #zerowastesingapore #zerowastesg #zerowastemovement #zerowastelife #zerowastelifestyle #zerowasteperiod #zerlwasteinspo #happyperiods #reusable #consciouschoices #shopsg #saynotosingleuse  #saynotodisposables #ecofriendly #flatlay #rainbowpastel #prettypantyliners #prettypads		#reusablepantyliners | #reusablepads | #reusables | #clothpads | #pads | #prettypads | #rumps | #pad | #unbleachedcotton | #ecofriendlypads | #zerowasteliving | #zerowastesingapore | #zerowastesg | #zerowastemovement | #zerowastelife | #zerowastelifestyle | #zerowasteperiod | #zerlwasteinspo | #happyperiods | #reusable | #consciouschoices | #shopsg | #saynotosingleuse | #saynotodisposables | #ecofriendly | #flatlay | #rainbowpastel | #prettypantyliners | #prettypads	@insidethetinkerbox | @corrinelam | @justwannac2019 | @xwonderlust | @cleaner.living.sg | @haziraws	60	6	2019-09-13 17:25:40	False	False
B2WGLMxFA3a	Oh gosh, blame it on the weather. Cos' I'm pretty much hooked on icy-cold boba teas, fruit teas and milk teas these days. Got Plum Green Tea to-go in my reusable #huskeecup, from my not-so-regular #bobatea shop. The only one within range which I could hit, to quench my thirst cos' the drink was on offer at $2 a cup.. .. .. ✅ Saved: 1 plastic cup, lid and straw and 1 carrier. .. #byo #byocup #bringyourowncup #reusablecup #byokit #bringyourownkit #bringyourown #byobsg #ibringmyownsg #byosingapore #reusable #reusables #ecolife #ecofriendly #ecolifestyle #nosingleuse #reduceplastic #plasticfree #whatsinmybag #huskeecup #boba #bobatea #bubbletea #bubbletealover. .. .		#huskeecup | #bobatea | #byo | #byocup | #bringyourowncup | #reusablecup | #byokit | #bringyourownkit | #bringyourown | #byobsg | #ibringmyownsg | #byosingapore | #reusable | #reusables | #ecolife | #ecofriendly | #ecolifestyle | #nosingleuse | #reduceplastic | #plasticfree | #whatsinmybag | #huskeecup | #boba | #bobatea | #bubbletea | #bubbletealover		35	0	2019-09-13 16:48:47	False	False
B2TQw28nqLg	*These rubber duckies 🐣🐣🐣 are popping up at Chip Bee Gardens on Sunday, 22 September*. ⠀⠀⠀⠀⠀⠀⠀⠀⠀. 🎶 Rubber duckie 🐣, you’re the one! 🎵 Do you know the song? 🤗. ⠀⠀⠀⠀⠀⠀⠀⠀⠀. And if you want to get your hands on one of these last few pieces (while stocks last), message me or head over to Chip Bee Gardens on 22 September where I’ll be popping up together with a pre-loved sale/swap (swipe 👈)! Meanwhile, @eco_le_sg might also have a few rubber duckie liners so go check them out too!. ⠀⠀⠀⠀⠀⠀⠀⠀⠀. I am on my last shreds of this much loved rubber duckie fabric and I haven’t been able to get more (on my last trip to the shop, I didn’t see any but I’ll try again tomorrow). I do have a brand new (and very cute) duck print but I have to say, the rubber duckies *simply are* exceptionally cute!. ⠀⠀⠀⠀⠀⠀⠀⠀⠀. I’be received many nice comments about my photography 🙏 I use my phone’s camera, I try to use what I have, and my preference is to shoot in natural light. For this picture today, I knew I didn’t want to buy rubber duckies just for a picture. My cousin lives in the next block; lo and behind, she had rubber duckies from a previous art project that I could use!. ⠀⠀⠀⠀⠀⠀⠀⠀⠀. So save the date – 22 September – and please share the Garage Sale message (swipe 👈) and drop by (Holland Village is always a good idea for Sunday Brunch) 💛💛💛🐣👈. ⠀⠀⠀⠀⠀⠀⠀⠀⠀. #pantyliner #pantyliners #reusablepantyliners #liners #clothpantyliner #clothpad #reusablepad #reusablemenstrualproducts #rumps #reusable #reusables #climatechangeactions #reusableperiodproducts #zerowaste #zerowasteperiod #zerowastesingapore #zerowastesg #zerowasteliving #zerowastemovement #journeytozerowaste #saynotosingleuse #saynotosingleuseplastic #saynotodisposables #zerowasteinspo #flatlay #consciouschoices #rubberduckie #rubberduckies #duckprint		#pantyliner | #pantyliners | #reusablepantyliners | #liners | #clothpantyliner | #clothpad | #reusablepad | #reusablemenstrualproducts | #rumps | #reusable | #reusables | #climatechangeactions | #reusableperiodproducts | #zerowaste | #zerowasteperiod | #zerowastesingapore | #zerowastesg | #zerowasteliving | #zerowastemovement | #journeytozerowaste | #saynotosingleuse | #saynotosingleuseplastic | #saynotodisposables | #zerowasteinspo | #flatlay | #consciouschoices | #rubberduckie | #rubberduckies | #duckprint	@eco_le_sg	53	12	2019-09-12 14:23:35	False	False
B2RzoOOFDcf	🥑 #Avocado Shake in my #byocup and Kuih Kosui in my #reusable container kind of Wednesday.. The latter is a popular Nonya steamed snack made from tapioca flour, rice flour, gula melaka and shredded coconut.. .. Made fresh almost daily at this ol' school stall in Maxwell FC, this and their famous Ondeh-Ondeh and Tapioca Cake often sell out in a jiffy. Lucky that I am to have tried all, though being able to buy all the items in one sweep is tough luck!. .. .. ✅ Saved: 1 plastic cup, lid and straw, 1 styrofoam box and 1 plastic carrier. .. #byo #byocup #bringyourowncup #byokit #bringyourownkit #bringyourown #ibringmyownsg #ecolunchbox #reusablelunchbox #reusablecup #reusable #reusables #ecolife #ecofriendly #ecolifestyle #whatsinmybag #drsi #nosingleuse #reduceplastic #plasticfree #byosingapore. .		#Avocado | #byocup | #reusable | #byo | #byocup | #bringyourowncup | #byokit | #bringyourownkit | #bringyourown | #ibringmyownsg | #ecolunchbox | #reusablelunchbox | #reusablecup | #reusable | #reusables | #ecolife | #ecofriendly | #ecolifestyle | #whatsinmybag | #drsi | #nosingleuse | #reduceplastic | #plasticfree | #byosingapore		41	1	2019-09-12 00:49:45	False	False
B1-4aojldwA	It's all #resusables on deck for a hawker lunch takeout today.. .. Hakka 'Lei Cha' or Thunder Tea Rice, to-go in the red tupperware. Needed the green tea broth to be separated but I didn't have another tub on hand.. .. Then I remembered the 2-way twist container that I had, which was already filled with cold Soya Milk in the larger compartment (pix.2, the uncle was really generous, filling it to the brim and omitting the ice!). I unscrewed the top cup and then had it filled with the 'lei cha' (pic.1).. .. No lid for the cup? Oh, never mind. Out came an unused McD shaker fries paper bag that I had stashed away.. .. Popped the cup into the paper bag and rolled the top down to close. Then stacked everything up in my mini @baggu bag, and went.. .. I also picked up an Iced Green Tea in the Huskee Cup - mercury rising, cos' the sun was out.. .. A successful #BYO outing to make my day 🥢. .. .. ✅ Saved: 2 plastic cups, lids and straws, 1 plastic box and 1 container, 1 plastic carrier.. .. #byo #byocup #byobox #reusablelunchbox #reusablecup #byokit #bringyourownkit #bringyourown #bringyourowncup #bringyourownlunchbox #byobag #byobsg #ibringmyownsg #byosingapore #reusable #reusables #coffeecup #teacup #ecolife #ecofriendly #ecolifestyle #whatsinmybag. .. .		#resusables | #BYO | #byo | #byocup | #byobox | #reusablelunchbox | #reusablecup | #byokit | #bringyourownkit | #bringyourown | #bringyourowncup | #bringyourownlunchbox | #byobag | #byobsg | #ibringmyownsg | #byosingapore | #reusable | #reusables | #coffeecup | #teacup | #ecolife | #ecofriendly | #ecolifestyle | #whatsinmybag	@baggu	30	4	2019-09-04 16:26:01	False	False
B2N1et6FAY3	Supermarket deli, pre-packed Mesclun Salad topped with Sun-dried Tomato, Japanese Soba, Feta Cheese and Pumpkin & Sunflower Seeds with Honey Mustard dressing.. . . Stoked that the service staff agreed to let me use my #reusablelunchbox for the #MeatlessMonday salad takeaway. The 1200ml silicone collapsible container is just perfect for the serving, whoopee !. .. With the service staff helping to transfer the already-boxed veggies to my container, I was able to save the original large plastic container with lid, which I hope they will reuse again 🍅. .. .. ✅ Saved: 1 plastic container. .. #byo #byolunch #lunchbox #reusablelunchbox #byokit #bringyourown #ibringmyownsg #bringyourownkit #byosingapore #reusable #reusables #ecolife #ecofriendly #ecolifestyle #whatsinmybag #plasticfree #reduceplastic #foodshare #realfood #devourpower #foodgawker #onthetable #salad #salads. .. .		#reusablelunchbox | #MeatlessMonday | #byo | #byolunch | #lunchbox | #reusablelunchbox | #byokit | #bringyourown | #ibringmyownsg | #bringyourownkit | #byosingapore | #reusable | #reusables | #ecolife | #ecofriendly | #ecolifestyle | #whatsinmybag | #plasticfree | #reduceplastic | #foodshare | #realfood | #devourpower | #foodgawker | #onthetable | #salad | #salads		41	1	2019-09-10 11:48:58	False	False
B2MaIP4FG3q	My Cheesy bread from Four Leaves bakery. The aunty there was so taken by my Stand-up Stasher, she sweetly offered to 'model' for me while I snapped the pix 🤣.. .. Interactions like these would not have been usual,  if not for @projectbecome's #breadwithoutbags movement. Priceless is the booty when members of the community show support in their own special way.. .. .. ✅ Saved: 1 plastic bag and 1 carrier.. .. #byo #byokit #bringyourown #ibringmyownsg #bringyourownkit #byobag #byobsg #byosingapore . #reusable #whatsinmybag #reusables #ecolife #ecofriendly #ecolifestyle #reduceplastic #zeroplastic #plasticfree #nosingleuse #stasherbag #standupstasher #breadbag. .. .		#breadwithoutbags | #byo | #byokit | #bringyourown | #ibringmyownsg | #bringyourownkit | #byobag | #byobsg | #byosingapore | #reusable | #whatsinmybag | #reusables | #ecolife | #ecofriendly | #ecolifestyle | #reduceplastic | #zeroplastic | #plasticfree | #nosingleuse | #stasherbag | #standupstasher | #breadbag	@projectbecome	44	2	2019-09-09 22:30:44	False	False
B2L1hryH8ZU	*New home for these two snack baggies*. ⠀⠀⠀⠀⠀⠀⠀⠀⠀. One of the nicest things about being a small business owner is being able to know my customers as people, as friends. And having them know me too! I don’t know if/how this will change but for now, I am really happy that I do.. ⠀⠀⠀⠀⠀⠀⠀⠀⠀. These two snack baggies – the pink watermelons and sharks (🍩🍩🍩 not included) – will be making their way to @andreeyah__ (damn those underscores). I’m so excited. Talking to her has been really nice and I’m also impressed that she took her time to think about whether she needed one. I know my prints are cute and that’s a big draw but it’s good to know that you guys are thinking about what you need and will use.. ⠀⠀⠀⠀⠀⠀⠀⠀⠀. I use my snack baggie all the time! Because I’m already carrying loads with my water bottle (and maybe @keepcup), I don’t want to carry a food container around with me all the time. It doesn’t help that most of my food containers are glass and I’m not a fan of the collapsible though I can see how handy they’d be! I took my snack to @backtogroundzero and got a lemon sea salt crumble from @welldressedsaladbar in it! (It was really good!). ⠀⠀⠀⠀⠀⠀⠀⠀⠀. Many of you have bought snack baggies from me in all sorts of prints (each one is my favourite, I promise!) and I’d love to know what you use yours for! If you take a pic of it and want to share it on @instagram, please tag me at @insidethetinkerbox and hashtag #tinkerboxinthewild! 💛💛💛 I’d really appreciate the tag! Thank you 🙏. ⠀⠀⠀⠀⠀⠀⠀⠀⠀. #donut #donuts #snackbag #snackbags #reusablesnackbag #reusablesnackbags #zerowaste #zerowasteliving #zerowastesingapore #zerowastesg #zerowastemovement #zerowastelife #zerowastelifestyle #zerowastesnacking #zerowasteonthego #reusable #reusables #reducewaste #consciouschoices #consciousconsumer #shoplocal #artisan #handmade #saynotosingleuse #saynotosingleuseplatic #saynotodisposables #saynotoplasticbags #flatlay #zerowasteinspo		#tinkerboxinthewild | #donut | #donuts | #snackbag | #snackbags | #reusablesnackbag | #reusablesnackbags | #zerowaste | #zerowasteliving | #zerowastesingapore | #zerowastesg | #zerowastemovement | #zerowastelife | #zerowastelifestyle | #zerowastesnacking | #zerowasteonthego | #reusable | #reusables | #reducewaste | #consciouschoices | #consciousconsumer | #shoplocal | #artisan | #handmade | #saynotosingleuse | #saynotosingleuseplatic | #saynotodisposables | #saynotoplasticbags | #flatlay | #zerowasteinspo	@andreeyah__ | @keepcup | @backtogroundzero | @welldressedsaladbar | @instagram | @insidethetinkerbox	67	4	2019-09-09 17:10:54	False	False
B2If7Afnn2Q	*A morning without rush*. ⠀⠀⠀⠀⠀⠀⠀⠀⠀. It’s been a really busy weekend but I’ve finally Sunday to wake up to calm, no rushing around needing to walk @nanalovesapples, who’s staycationing at my parents’, or rushing to a one-hour bus journey.. ⠀⠀⠀⠀⠀⠀⠀⠀⠀. Scrubbed my face with a face scrub from @rootsofjoyshop (mixed in an old  @awfullychocolatesg ramekin that was too good to discard with @oasisskin’s small spatula that I absolutely love).. ⠀⠀⠀⠀⠀⠀⠀⠀⠀. Since working full time on the Tinkerbox, I haven’t had much need for makeup, and I’ve been really happy about that because make up just slides off my skin. I’ve switched to reusable facial cotton pads when I clean but my skincare routine is still alarmingly lacking.. ⠀⠀⠀⠀⠀⠀⠀⠀⠀. I’ve heard it from the beauty blogging world that if skin is greasy, adding an oil to your skincare routine actually helps; surface dryness stimulates an over production of sebum which results in a greasy face. Yes, get that. Tried it. Hadn’t really worked. What I didn’t understand is different oils have different molecule sizes that work for different skin types! Aha moment. I’m happy to report that I’ve been using Oasis Skin’s Instaglow (about 50% of the time) and am really happy with how it feels. Send them a DM or visit the shop because Hildra will explain things much better than I can.. ⠀⠀⠀⠀⠀⠀⠀⠀⠀. My reusable facial cotton pads are made form remnant fabric from larger projects. I don’t usually make them specially but I do have them often. If I’m at a pop up (which I will be in Sep and Oct, details to follow), you can pick and choose or I’ll send you a mixed prints if you place an order.. ⠀⠀⠀⠀⠀⠀⠀⠀⠀. Have a happy Sunday! 💛. ⠀⠀⠀⠀⠀⠀⠀⠀⠀. #zerowaste #zerowastesg #zerowastesingapore #zerowastejourney #zerowastebathroom #zerowastemovement #zerowastelife #zerowastelifestyle #zerowastehacks #zerowastealternatives #zerowastetravel #facialrounds #cottonfacepads #reusables #saynotosingleuse #stylemepretty #makermovement #flatlay #eco #zerowasteinspo #zakka #shopsg #sgmaker #makermovement #weekendvibes #weekend		#zerowaste | #zerowastesg | #zerowastesingapore | #zerowastejourney | #zerowastebathroom | #zerowastemovement | #zerowastelife | #zerowastelifestyle | #zerowastehacks | #zerowastealternatives | #zerowastetravel | #facialrounds | #cottonfacepads | #reusables | #saynotosingleuse | #stylemepretty | #makermovement | #flatlay | #eco | #zerowasteinspo | #zakka | #shopsg | #sgmaker | #makermovement | #weekendvibes | #weekend	@nanalovesapples | @rootsofjoyshop | @awfullychocolatesg | @oasisskin	37	5	2019-09-08 10:04:23	False	False
B0qI9x_F-qp	| ikea sg |. All kitted out with my own #reusable #byokit essentials for an Ikea dinner take-out:.. Swedish Meatballs, and Fried Chicken Wings at a promotional $1 a pop, so I got 3 for the #byo tin after enjoying just 1🍗 there (who can resist when it's fresh & hot?). Got an Americano (sans sugar) in my #byocup to go as well; the coffee beans seemed better this time round.. .. .. ✅ Saved: 2 plastic containers from Ikea and 1 paper cup.. .. #byo #byobox #byolunchbox #bringyourownkit #byokit #bringyoyrown #ibringmyownsg #byosingapore #reusablelunchbox #reusable #reusables #byobag #byobsg #ecolife #ecofriendly #ecolifestyle .		#reusable | #byokit | #byo | #byocup | #byo | #byobox | #byolunchbox | #bringyourownkit | #byokit | #bringyoyrown | #ibringmyownsg | #byosingapore | #reusablelunchbox | #reusable | #reusables | #byobag | #byobsg | #ecolife | #ecofriendly | #ecolifestyle		21	0	2019-08-02 18:35:11	False	False
B2BYj9inODv	*Cover and keep*. ⠀⠀⠀⠀⠀⠀⠀⠀⠀. Finally made “proper” dinner last night. I’m quite bad at feeding myself properly when It’s just dinner for one – the effort for one portion or two is the same. And I hate doing dishes where my hands are in prolonged contact with dish washing liquid and water because I have dyshidrotic eczema – tiny blisters form on my hands that itch crazily!. ⠀⠀⠀⠀⠀⠀⠀⠀⠀. I looked at the two peppers 🌶 in my fridge last night trying to decide if one would do, but I love food that’s visually pleasing, so I decided to go for both colours. I knew I wouldn’t be able to finish all of it so I set aside half for tonight’s dinner, and here’s where bowl covers come in handy.. ⠀⠀⠀⠀⠀⠀⠀⠀⠀. Bees wax wraps are really popular in place of cling wrap and I have some myself, but they’ll need rewaxing over time, so I save that to wrap fruit and veg (like lemon because I never use up a whole lemon 🍋 at one go and they keep weeks wrapped in a beeswax wrap).. ⠀⠀⠀⠀⠀⠀⠀⠀⠀. These cotton bowl covers are useful for avoiding condensed liquid dripping back onto your food. A few weeks ago, I baked a cake in a loaf tin and was taking it across town. I didn’t want to end up with soggy cake, so I popped on one of my bowl covers over a cake loaf tin. Not only did it do the job, I was thrilled that the round cover was versatile enough to use on a rectangular tin.. ⠀⠀⠀⠀⠀⠀⠀⠀⠀. As for my salad, it’s Uzbek inspired (Uzbek salads 💛💛💛). Mixed peppers, sliced thinly,. Drizzle with sesame oil. Salt and pepper to taste. (I’m not a fan of the typical honey mustard or balsamic dressings). Try this salad 🤗👌👍. ⠀⠀⠀⠀⠀⠀⠀⠀⠀. #reusables #reusable #reduce #zerowaste #zerowastesg #zerowastesingapore #zerowasteliving #zerowastelife #zerowastemovement #zerowastejourney #zerowastelife #zerowastekitchen #zerowasteswaps #zerowasteinspo #saynotosingleuse #saynotoclingwrap #saynotoclingfilm #saynotodisposables #saynotofoodwaste #saynotosingleuseplastic #flatlay #bowlcover #bowlcovers #foodstorage #shopsg #shoplocal #conciouschoices #choosereusable #beeswaxwrap #salad		#reusables | #reusable | #reduce | #zerowaste | #zerowastesg | #zerowastesingapore | #zerowasteliving | #zerowastelife | #zerowastemovement | #zerowastejourney | #zerowastelife | #zerowastekitchen | #zerowasteswaps | #zerowasteinspo | #saynotosingleuse | #saynotoclingwrap | #saynotoclingfilm | #saynotodisposables | #saynotofoodwaste | #saynotosingleuseplastic | #flatlay | #bowlcover | #bowlcovers | #foodstorage | #shopsg | #shoplocal | #conciouschoices | #choosereusable | #beeswaxwrap | #salad		41	6	2019-09-05 15:45:24	False	False
B1_Dcobns3r	What’s in your bag?. . . This week, we asked staff at our headquarters to share with us what they have been doing to save the earth. It is not surprising to find them reducing the use of plastics. Let’s look at some of the things we found in their bags:. . . Pic 1: Bertrand has foldable shopping bags in his backpack. He has them for moments of last-minute grocery shopping. His water bottle is also in his bag. When thirsty, he would not need to buy packet drinks or bottled water.. . . Pic 2: Jorain brings her breakfast from home, packed in a reusable container. She also uses her own cutleries for she believes in using less plastic. She also carries a tote bag when going out for lunch so she does not need 5o take plastic bags after shopping. She can just place them into her tote bag.. . . Pic 3: Beatrice is well prepared as she has a lot of items in her bag. Metal straws, foldable shopping bag, two water bottles; one for water and the other for coffee/tea.. . . Pic 4: Lastly, Gail has everything reusable in her bag; her water bottle, reusable containers, and shopping bags. See how she also keeps her items in pouches!. . . We hope our little actions will inspire you to join us to care for our Common Home.. . . PS: No bags were ransacked during this activity.😜 #caritassingapore #caritassg #caritasasia #caritas #laudatosi #careforourcommonhome #whatsinyourbag #whatiscaritasdoing #lessplastics #reusables		#caritassingapore | #caritassg | #caritasasia | #caritas | #laudatosi | #careforourcommonhome | #whatsinyourbag | #whatiscaritasdoing | #lessplastics | #reusables		18	0	2019-09-04 18:02:25	False	False
B1-mFiHnaNB	Restocked!. #REPOST  @insidethetinkerbox with @get__repost__app *A few quiet moments*. ⠀⠀⠀⠀⠀⠀⠀⠀⠀. I’ve just finished the “mandatories”  day – walking the dog, cleaning her paws, feeding her, giving her meds, putting the washed sofa cover back on, and clearing the kitchen (I wanted to brew jasmine tea and my teapot hadn’t been washed out since the last I made tea 😖) .. ⠀⠀⠀⠀⠀⠀⠀⠀⠀. Now i’m sitting on the sofa with with a fresh pot of tea and a warm @nanalovesapples next to me (she wanted upsies on the sofa), taking a few moments before sewing frenzy starts.. ⠀⠀⠀⠀⠀⠀⠀⠀⠀. Over the last two days, I finished up a big batch of pantyliners. The lovely custom order of 13 liners is going to @carriep25 in and she got the rubber duckies 🐥 for her best friend! The pink ele 🐘 and floral pair is going to @mishning who’s starting her reusables journey! Thank you so much ladies, for your purchase! 💛💛💛. ⠀⠀⠀⠀⠀⠀⠀⠀⠀. I’ve also just restocked at @eco_le_sg 🤗🤗🤗 so if you’re in Singapore and want to see and feel what they’re like in person, you can head over to Bukit Timah Shopping Centre; HH’s shop is always such a welcoming space.. ⠀⠀⠀⠀⠀⠀⠀⠀⠀. Yesterday when I was sewing, I completely forgot about the time. In positive psychology, it’s called a state of flow (being in the zone). It wouldn’t be possible without you so thank you for being here with me 💛😍🤗. ⠀⠀⠀⠀⠀⠀⠀⠀⠀. For those of you interested in trying reusable fem care, check out some of my previous posts and take a look at my story highlights. Washing *is* a little more tedious but once you know how, it’s easy peasy!. ⠀⠀⠀⠀⠀⠀⠀⠀⠀. #reusablepantyliners #reusablepads #reusables #clothpads #pads #prettypads #rumps #pad #unbleachedcotton #ecofriendlypads #zerowasteliving #zerowastesingapore #zerowastesg #zerowastemovement #zerowastelife #zerowastelifestyle #zerowasteperiod #happyperiods #reusable #consciouschoices #shopsg #saynotosingleuse  #saynotodisposables #ecofriendly #flatlay #rainbowpastel #kaleidoscopeofcolors #repostw10		#REPOST | #reusablepantyliners | #reusablepads | #reusables | #clothpads | #pads | #prettypads | #rumps | #pad | #unbleachedcotton | #ecofriendlypads | #zerowasteliving | #zerowastesingapore | #zerowastesg | #zerowastemovement | #zerowastelife | #zerowastelifestyle | #zerowasteperiod | #happyperiods | #reusable | #consciouschoices | #shopsg | #saynotosingleuse | #saynotodisposables | #ecofriendly | #flatlay | #rainbowpastel | #kaleidoscopeofcolors | #repostw10	@insidethetinkerbox | @get__repost__app | @nanalovesapples | @carriep25 | @mishning | @eco_le_sg	27	0	2019-09-04 13:45:51	False	False
B15bC_iF9Ku	Cos' #homecooked Korean Kimchi Fried Rice makes a good bento lunch to chase away the Monday blues. Missed out the usual garnishing of chopped spring onion, seaweed flakes and toasted sesame seed when I was snapping the pix 😖.. .. Somehow, leftover homecooked food to-go always seems tastier with my own #reusable stainless steel tiffin and set of Korean cutlery 🥢. .. .. #byo #byokit #bringyourown #ibringmyownsg #bringyourownkit #byobox #byolunch #bentolunch #bentoboxlunch #lunchbox #byosingapore #reusable #reusables #ecolife #ecofriendly #ecolifestyle #whatsinmybag #foodshare #realfood #devourpower #eatingfortheinsta #foodiesofinstagram #foodgawker #tastingtable .. .. .		#homecooked | #reusable | #byo | #byokit | #bringyourown | #ibringmyownsg | #bringyourownkit | #byobox | #byolunch | #bentolunch | #bentoboxlunch | #lunchbox | #byosingapore | #reusable | #reusables | #ecolife | #ecofriendly | #ecolifestyle | #whatsinmybag | #foodshare | #realfood | #devourpower | #eatingfortheinsta | #foodiesofinstagram | #foodgawker | #tastingtable		33	0	2019-09-02 13:33:11	False	False
