group_id	group_url_name	group_past_event_count	group_draft_event_count	event_id	event_name	event_status	event_created_date	event_date	event_waitlist_count	event_rsvp_count	event_attendance_count	event_comment_count	event_venue	event_address	event_venue_city	event_venue_country	event_description
30640064	Environmental-Awareness-and-Action	77	1	267352361	FOREST CLEANUP AT PULAU UBIN	past	2019-12-22 13:15:26	2020-01-18 13:30:00	0	5	5	0	Pulau Ubin (Jetty Entrance)		508298	Singapore	WE ARE A GROUP OF VOLUNTEERS WHO DO REGULAR CLEANUPS ON PULAU UBIN EVERY 4-6 WEEKS.. Since the beginning of 2019, around 700 volunteers picked up more than 12 tons of garbage of all kinds, including the usual plastic bottles and aluminium cans, but also big items such as fridges, car batteries, oil buckets and old televisions! It lasts 2 hours and always ends up with food & drinks! Come and join us!. . HOW TO REGISTER:. By going on the Eventbrite link and register there until Wednesday, 15th of January. Event Fee: $5 SGD.. . https://januarycleanup.eventbrite.co.uk. . Do note that just clicking on the 'Attend' button here on Meetup will NOT confirm your attendance to the activity. Registration on Eventbrite is mandatory.. . Meeting Point:. Public Jetty (right after the 'Welcome to Pulau Ubin' sign, near the toilets), Pulau Ubin, Singapore. (GPS:[masked],[masked]. . Transportation:. http://goo.gl/YoGNMD. . Please make sure you go to the RIGHT ferry terminal. There are two ferry terminals with almost the same name: Changi Village Ferry Terminal (postcode[masked]) and Changi Ferry Terminal [masked]). The CORRECT one is Changi Village Ferry Terminal (postcode[masked]).. . What to bring:. You are responsible to bring your own equipment and tools such as garbage bags, gardening gloves, good shoes, water, mosquito repellent and sunscreen. We will also help by providing some bags and gloves. If you've got trash pickers or BBQ tongs, please bring them along, it can help too.. . Map Link:. http://goo.gl/A8ejjJ. . Fundraising:. We are raising funds for equipment and materials for upcoming and future events via the following link:. . https://gogetfunding.com/nature-cleanup-in-pulau-ubin-singapore/. . Any support would be much appreciated!. . Notes:. It is highly recommended to wear a long-sleeved top and pants/trousers, as well as good shoes in order to avoid get bitten by mosquitoes. Avoid flip-flops or any kind of sandals. Children are welcome to attend the cleanup, however adult supervision is required. Please be on time as it will be hard to find the group once the activity starts. The boat at Changi Village Ferry Terminal leaves every time 12 people are ready to go. In order to be on time at the meeting point, it is advised to reach the ferry terminal no later than 1.15pm.
30640064	Environmental-Awareness-and-Action	77	1	266870267	Systems Thinking and the Climate Crisis	past	2019-12-02 00:17:01	2019-12-07 13:30:00	0	2	4	0	NVPC	6 Eu Tong Sen St	Singapore	Singapore	PLEASE REGISTER & MAKE PAYMENT AT THIS PEATIX LINK:. https://metmcsystemsthinking7dec.peatix.com/. . EVENT FEE (SG dollars):. $15 for members of mother earth toastmasters. $25 for non-members. . ###################. NOTE: MEETUP.COM SHOWS THE EVENT FEE AS USD $18.27. THIS IS BECAUSE OF A LIMITATION OF MEETUP - IT DOES NOT ALLOW THE COST TO BE DISPLAYED IN SINGAPORE DOLLARS, SO IT IS DISPLAYED IN U.S. DOLLARS.. . USD $18.27 = SGD $25. . Mode of payment: PEATIX website link, see above.. ###################. . “Today’s problems are yesterday’s solutions.”. – Peter Senge. . This 4 hour ‘workshop’ will be an exploratory, experiential and skill building introduction to systems thinking. It will build on, but does not require attendance at, the previous workshop held in October. In this session, you will learn about and apply a systems thinking lens and some of the basic systems thinking tools to help us make sense of the complexity we live in. We will examine the Climate Crisis using our newfound systems thinking tools, however, other topics and matters will be explored as well.. . If you attended the previous workshop, please do come to this session as we will deepen your learning by applying the tools in ways we did not have time to before. There will also be a continued dialogue on what this means for how we see ourselves and others via a systems lens.. . Topics and tools include:. - Non-linearity and cause and effect relationships. - Senge’s Laws of Complexity. - Mapping Feedback loops. - Systems Archetypes. - The Climate Crisis and other topics around sustainability.. . Come share in the learning experience and a different conversation. This workshop has been provided at a greatly reduced entrance fee, covering venue and food costs, in order to promote a new level of awareness and thinking.. . We look forward to seeing you there!. . DATE & TIME:. 1.30pm - 5.30pm. Saturday, 7 December 2019. . VENUE:. A Good Space (NVPC). Clarke Quay Central. 6 Eu Tong Sen Street, #04-88. Singapore[masked]. . NVPC: National Volunteer & Philanthropy Centre. . DIRECTIONS:. Directly above Clarke Quay MRT. . About the Facilitator:. . Garrett Weiner is a leadership development consultant and coach, who holds closely the values of integrity, responsibility and compassion. His company, Alignment Coaching & Consulting, works with leaders and teams to open up new understandings and higher levels of sustainable and responsible performance. He is a ‘Climate Leader’ with Al Gore’s Climate Reality Project and a founding member of Mother Earth Toastmasters Club.. . About the Venue:. . This event is co-hosted with A Good Space – where changemakers flourish as a community to imagine and create experiences that expand perspectives across diverse social issues. To learn more and join the community, visit their website at: agoodspace.org.. . Please register here:. https://metmcsystemsthinking7dec.peatix.com/
30640064	Environmental-Awareness-and-Action	77	1	266419806	Zero Waste Bootcamp	past	2019-11-13 10:19:24	2019-12-07 09:00:00	0	6	6	1	Singapore Sustainability Academy	180 Kitchener Rd	Singapore	Singapore	Taken from Facebook event page:. . Are you looking to be an agent of change towards a lower-waste Singapore? Join our bootcamp where you not only learn about Singapore's waste-scape, but also work towards solutions in our communities!. . Be a Green Ambassador. While SG (the country) focuses on #yearofzerowaste, SG (we at Secondsguru) are taking matters into our hands. We are organizing a series of Zero Waste Bootcamps so YOU can be a change-maker and move your community towards this goal.. . Our first two Bootcamp in March and June saw great results - with the teams Food Fighters SG and ReFeel getting created at the bootcamp, and going on to win grants to take their agenda forward. And our third bootcamp in August has teams tackling issues such as single-use packaging and e-waste in their communities (winners to be announced soon!).. . What is this bootcamp?. This bootcamp is an accelerated course in ways to lead a zero waste lifestyle. You get to discuss and collaborate with fellow participants and create an actionable plan to roll out in you community for 8-10 weeks. After the roll out, you present your results and learning - best execution gets a grant and other eco-prizes!. . Why you should join us?. - Support from organisers to kick-start your own community initiative. - Meet other talented youth in Singapore. - A Green Ambassador certificate for all. - A Zero-waste toolkit for all. - A grant for the best idea and execution. . Eligibility. 1. Only for Singapore residents. 2. Age range 18-30 yrs old. . What next? Email us on [masked] if you are really keen. Spaces are limited and we have a lot of interest, so do hurry up!. . Registration form on Facebook event page: https://docs.google.com/forms/d/e/1FAIpQLScaXoDh3pzzcy9BDF9ZM7pU5EI6vU-1LcAcduCAOUjxwYv59w/viewform
30640064	Environmental-Awareness-and-Action	77	1	266856725	Making Sustainable Palm Oil Commonplace	past	2019-12-01 06:23:37	2019-12-05 17:30:00	0	3	1	3	20 Pasir Panjang Rd	20 Pasir Panjang Rd	Singapore	Singapore	PLEASE REGISTER HERE:. https://www.eventbrite.sg/e/making-sustainable-palm-oil-commonplace-tickets-80428761591?. . Globally, smallholder farmers cultivate an estimated 40% of the Indonesian palm oil land area and contributes to approximately 40% of the global production of palm oil. Thus, smallholder professionalisation is essential. An increasing number of these farmers are afflicted by low productivity, low incomes and the impact of palm cultivation on forests, soils, water and animal biodiversity.. . Join Unilever Sustainable Sourcing Team at LEVEL3 to find out more about Unilever’s Smallholder Program and how it works with various local partners to increase the incomes of farmers by educating them about sustainable farming practices, safe environmental and labour practices and promoting RSPO certification.. . Understand how collaboration with independent mills, PT SKIP, Daemeter (implementation), PT Koltiva (land mapping) and World Education (training, coaching) and other partners has enabled small-scale farmers to access knowledge to achieve high-yield, low-impact oil palm farming in the region.. . DATE & TIME:. . 5.30PM - 7.30PM. Thursday 5 Dec 2019. . VENUE:. . LEVEL 3 Hall. LEVEL 3 | Padang & Co, Mapletree Business City. 20 Pasir Panjang Road (East Wing), #03-22/24. Singapore, Singapore[masked]. . SCHEDULE:. . 5:30PM - 6:00PM Registration. . 6:00PM - 6.15PM Opening Speech by Unilever. . 6:15PM - 6:45PM Keynote from Partners Godwin Limberg, Regional Manager and Edy Dwi Hartono, Smallholder Training and Capacity Building Specialist at Daemeter Consulting. . 6:45PM - 7:00PM Q&A. . 7:00PM - 7:30PM Networking Drinks. . SPEAKER BIOS. . (1) Goldwin Limberg. Regional Manager. Daemeter Consulting. . Holding a Masters degree in Tropical Crop Science at the Wageningen Agricultural University in the Netherlands, Limberg has over 25 years of experience in supporting sustainable development and conservation in agriculture, forestry and mining sectors.. . (2) Edy Dwi Hartono. Smallholder Training and Capacity Building Specialist. Daemeter Consulting. . Having spent 22 years in farmer training and capacity building, Edy has completed various projects for World Education Inc. such as smallholder palm oil, financial literacy and education for women's groups and street children across Indonesia and Timor Leste.. . (3) Ingrid Richardson. Senior Manager in Sustainable Sourcing. Unilever. . Responsibile for designing and managing smallholder and digital projects in palm oil. Prior to Unilever and for the past ten years, Ingrid worked across SE Asia for NGOs focusing on program design, monitoring and evaluation.
30640064	Environmental-Awareness-and-Action	77	1	266342041	Forest Walk: Chestnut Nature Park to Mandai	past	2019-11-09 23:43:09	2019-11-30 09:00:00	0	5	5	8	Chestnut Nature Park (Northern Loop)	Chestnut Ave	Singapore	Singapore	(Taken from Facebook Event page). ☞ Register: https://lgmforestwalk30nov2019.eventbrite.sg. . Get to know our forests better! As Singapore urbanises, it's increasingly important for us to get to know our natural heritage and why it's worth protecting, especially in the face of global environmental crises like climate change.. . Walk with us in Singapore's largest nature park—at 81 hectares—and immerse yourself in nature on 30 Nov! We'll be wandering from the North Trail of Chestnut Nature Park to Mandai Lake Road, looking out for fascinating animals and plants like drongos, colugos, and even mousedeer along the way. 🌳. . DATE / TIME. 30 Nov 2019 (Sunday) / 9 AM. . MEETING POINT. Chestnut Point (near the bike hut, washrooms, and carpark) of Chestnut Nature Park. On google maps: https://goo.gl/maps/rPB9MhFPTrBkLutT6. . NOTE. • Bring a water bottle (1L recommended) – water fountain available at entrance. • Do not bring exposed food or plastic bags – this could invite monkeys to approach you. • Snacks recommended. • Wear long sleeves/pants if you don't react well to sunlight and/or insect bites. . WET WEATHER PLAN. If there's lightning and thunder, this walk will be cancelled. Stay tuned to this event page or your emails for updates on the weather situation!. . PLEASE REGISTER HERE: https://lgmforestwalk30nov2019.eventbrite.sg
30640064	Environmental-Awareness-and-Action	77	1	265499723	Living in harmony with nature & wildlife - Dr Jane Goodall talk	past	2019-10-08 18:59:36	2019-11-28 18:30:00	0	6	6	0	University Cultural Centre Theatre, NUS	50 Kent Ridge Crescent	Singapore 112279	Singapore	Purchase tickets here: https://www.sistic.com.sg/events/living1119. . Synopsis (taken from Sistic):. . The Jane Goodall Institute (Singapore) and the Asia Environment Lecture are proud to present 'Living in Harmony with Nature & Wildlife' a public lecture and dialogue with Dr Jane Goodall DBE, world-renowned conservationist and UN Messenger for Peace.. . Come listen to Dr Goodall's amazing journey from the moment she 'redefined man' based on her ground-breaking research at age 26 to her tireless crusade now at age 85 to save wildlife and protect habitats. She will share stories from around the world of bold action taken to drive community-centred conservation and sustainable development.. . With the world's climate change challenge and Singapore's need for long-term solutions highlighted during the most recent National Day Rally, taking care of our shared planet has never more important and urgent. Dr Goodall will speak about how individuals and city dwellers like us can make a difference to create a better world for people, animals, and environment.. . Dr Goodall will speak for 45 minutes and engage in a Q&A session that will be moderated by Ambassador-at-Large Professor Tommy Koh (also Chair, Asia-Pacific Centre for Environmental Law).. ________________________________________. To attend, purchase tickets here: https://www.sistic.com.sg/events/living1119. . Early bird special is 20% off until 14 October 2019.. Ticket prices are from $20 to $49 each depending on the early bird special and seat location.. Please note: There is a booking fee of between $1 to $4 per ticket charged by the ticketing website Sistic.
30640064	Environmental-Awareness-and-Action	77	1	266573828	Climate Reality Conversation : Singapore	past	2019-11-19 11:19:47	2019-11-20 18:45:00	0	5	9	0	WeWork 9 Battery Rd	9 Battery Rd	Singapore	Singapore	(Text taken from Eventbrite). . Join the Global Conversation on the science behind Climate Change and how does it affect Singapore in particular.. . About this Event. On November 20, Climate Reality is presenting 24 Hours of Reality: Truth in Action, a global conversation on the truth of the climate crisis and how we solve it.. . For one full 24-hour period, Climate Reality Leader volunteers trained by former Vice President Al Gore will hold public presentations and conversations on our changing climate in schools, community centers, workplaces, and more across the world.. . It’s going to be a great opportunity to talk about what the climate crisis means for Singapore, as well as the solutions and actions we can take to make a difference.. . This presentation of Climate Crisis will be joined by local Climate Activists and Climate and Sustainability Leaders to brainstorm what is the local solution for Singapore as Our set of challenges and opportunities will be different than other countries. Come and join the conversation!. . PANELIST SPEAKERS:. . 1. Rob Khoo. Managing Director & Founder (SolarPVExchange). Vice President, Marketing & Communications & Sustainable Reporting Head (Sunseap Group). . 2. Tan Hang Chong 陈汉中. Environmental Educator, Naturalist, Food Sustainability Enthusiast and Civil Society Advocate. . 3. Mengmeng Cui. Asia Business Development Director, Metabolic. Expert on using systems thinking to tackle global sustainability challenges and accelerate the transition to a circular economy.. . 4. Taylor Hickem. Researcher on climate education and policy consultant, 350 Singapore. . SCHEDULE:. . 6:45 pm - 7.00 pm: Arrival. . 7.00 pm : Climate Reality Conversation : Singapore. . Interactive presentation on the current state of the Climate challenge in the world and Singapore.. . 8.00 pm : Panel Discussion : Climate Crisis in Singapore and Local Solutions. . -------> TO REGISTER FOR THIS EVENT<-------. Please click the link below to book your free tickets from Eventbrite:. . https://www.eventbrite.sg/e/climate-reality-conversation-singapore-tickets-81257043003?
30640064	Environmental-Awareness-and-Action	77	1	266032322	Climate Change - A Talk & Open Discussion with an Environmental Scientist	past	2019-10-29 05:53:51	2019-11-18 19:00:00	0	25	18	7	Real Centre Network - Toa Payoh	#09-16 HDB Hub Biz 3	Singapore	Singapore	Climate Change has been hitting the headlines in the news media in Singapore and around the world, with increasing reports of glaciers/ice sheets melting, droughts, floods, heatwaves, wildfires and fervent climate strikes and rallies. But why is there a surge in attention now towards a scientific phenomenon which should have been clear from a scientific standpoint as far back as the 1960s?. . In this session, we have the pleasure of learning more about climate change from Jeff Obbard, an environmental scientist who has been researching the topic of climate change/global warming since the 1980s, when it was far less prevalent in the news. We hope to learn more about how the science has advanced and how history has evolved since the early decades. There will be an open Q&A discussion with Jeff and the audience, which will cover other aspects of climate change, such as politics, mitigation solutions and tackling climate change denialism.. . Jeff will give a presentation of about 20-25 minutes, and the Q&A will stretch for the rest of the session. We try to make the format of the Q&A more like a roundtable discussion, so please come along prepared with your questions, don't be shy to ask. The room and meetup size will be small to encourage active participation from all participants in discussions.. . DATE & TIME:. Monday 18 November. 7.00 pm - 9.00 pm. . ADDRESS:. Real Centre Network (RCN). 490 Toa Payoh Lor 6, #09-16. HDB Hub Biz 3. Singapore[masked]. . DIRECTIONS:. Toa Payoh HDB Hub is beside Toa Payoh MRT.. Look for the lift lobby beside the Starbucks cafe at Toa Payoh HDB Hub, then take the lift to level 9. Once you step out of the lift, you should be able to see it.. . RCN is a training centre for property agents. (See below for photos of the lift lobby and the office counter).. . SPEAKER BIO:. Professor Jeff Obbard is an ecologist, environmental scientist, engineer and entrepreneur. He holds a PhD in Environmental Science and a Bachelor degree in Ecology (1st Class) from the United Kingdom. Jeff spent 17 years at the Faculty of Engineering at the National University of Singapore (NUS), and has recently returned to Singapore from Qatar University, where he was the Director & Professor of its Environmental Science Centre. Jeff served as an Expert Reviewer to the Intergovernmental Panel on Climate Change. He is currently a Visiting Professor to the School of Water, Energy & Environment at Cranfield University in the United Kingdom, and the Founder & Director the environmental consultancy company ‘Living Planet' in Singapore. Jeff currently serves as the Climate Change Advisor to the National Youth Achievement Award Council in Singapore.
30640064	Environmental-Awareness-and-Action	77	1	266083432	2030 SDGs Game: Can we have a sustainable world?	past	2019-10-31 02:55:30	2019-11-06 19:00:00	0	1	2	0	Real Centre Network - Toa Payoh	#09-16 HDB Hub Biz 3	Singapore	Singapore	Sustainability: What is it?. . What is sustainability?. . How can we really achieve it?. . How do our actions or decisions affect the world?. . These are some of the questions that can be answered in this simulation game of the real world. Come and join us to play the game and then let's take the conversations to see how we can influence and impact our world to keep it sustainable!. . What is the 2030 SDGs Game?. The 2030 SDGs Game is a multiplayer, in-person, card-based game that simulates taking the “real world” into the year 2030.. . Designed in Japan in 2016, this experience has become a powerful and impactful social phenomenon in Japan, earning extensive media coverage and reaching over 12,000 participants in 2017.. . 17 UN SDGs. What are the SDGs?. The SDGs, also known as the Global Goals, are 17 goals and 169 targets set to achieve by the year 2030 to end poverty, protect the planet and ensure prosperity for all as part of a new sustainable development agenda.. . Achieving the SDGs requires the partnership of governments, private sector, civil society and citizens alike to make sure we leave a better planet for future generations.. . ###################. EVENT FEE. . NOTE: MEETUP.COM SHOWS THE EVENT FEE AS USD $23.11. THIS IS BECAUSE OF A LIMITATION OF MEETUP - IT DOES NOT ALLOW THE COST TO BE DISPLAYED IN SINGAPORE DOLLARS.. . USD $23.11 = SGD $31.51. . Mode of payment: Eventbrite website, click here:. https://sdggame.eventbrite.com. ###################
30640064	Environmental-Awareness-and-Action	77	1	265923847	Seven Worlds, One Planet Outdoor Screening (free)	past	2019-10-24 20:34:30	2019-11-02 19:30:00	0	24	24	4	Gardens by the Bay	18 Marina Gardens Dr	Singapore	Singapore	Description taken from Facebook event:. . 'Be amongst the first in Singapore to catch a sneak peek of BBC Earth’s latest wildlife series Seven Worlds, One Planet. Presented by Sir David Attenborough, this series tells the story of our seven spectacular continents and previously unseen wildlife stories from each one.. . Join us in celebrating the premiere of Seven Worlds, One Planet at a very special outdoor screening on Saturday, 2 November from 7:30pm at the Supertree Grove in Gardens by the Bay. Special guest Scott Alexander, Series Producer, will be there to take audiences behind the scenes. Bring your family and friends to this once in a lifetime event. The screening is open to all, and entry is free.. . Alongside the screening of Seven Worlds, One Planet, BBC Earth has commissioned local botanical artist Lucinda Law, to produce a series of artwork illustrating the diversity of flora and fauna in each continent. The exhibition will run from 2 to 28 November 2019 at The Canopy in Gardens by the Bay.'. . __________________________. . TO REGISTER: Select 'going' on the facebook event: https://www.facebook.com/events/399820287349304. . LEARN MORE: http://bit.ly/BBCEarthAsia_7W1P. . Its unclear if there will be any shelter provided for the screening, so please pack for wet weather such as rain jackets.
30640064	Environmental-Awareness-and-Action	77	1	265662772	The Conscious Festival SG - Powered by Holland & Barrett	past	2019-10-15 00:41:43	2019-11-02 11:00:00	0	7	14	0	36 Beach Rd	36 Beach Rd	Singapore	Singapore	The Conscious Festival, Green is the New Black is back bigger and better this November, join us in taking#LittleGreenSteps to #LiveMoreConsciously.. . The home for conscious and green living in Asia. Enjoy a market full of mindful brands, transformative talks, scrumptious healthy eateries, organic booze, and interactive art and games - this is one festival not to be missed!. . Entry to the MARKETPLACE is free - register here: https://tinyurl.com/CFSG2019. . Entry to the TALKS is ticketed, members of our meetup group can use a promo code to get 10% off the price. To get the promo code, please pm the host/organiser (Shijia or Boon Liang) to request for the promo code.. . Please register and make payment for talks here:. https://greenisthenewblack.com/festival/talks/
30640064	Environmental-Awareness-and-Action	77	1	264956597	Home Composting Workshop 	past	2019-09-18 23:22:30	2019-10-31 18:30:00	0	14	8	3	WeWork City House	36 Robinson Rd	Singapore	Singapore	This is a workshop to give you a hands on experience to start composting in your own home. You will learn the Bokashi Method which is pest free and odour free and can be done in limited spaces. Come and learn 'the What, the Why and the How' of home composting! Just come with a notepad and a pen to make notes.. . The speaker and demonstrator for the event is Gauri, who has worked for an NGO in India, specifically in the area of Municipal Solid Waste Management, targeting getting some community food waste composting projects off the ground.. . DATE & TIME:. Thursday 31 October[masked]pm to 8.00pm. . VENUE:. Level 2, Room 2A. WeWork City House. 36 Robinson Rd. Singapore[masked]. . DIRECTIONS:. Nearest MRT: Raffles Place, Telok Ayer.
30640064	Environmental-Awareness-and-Action	77	1	265576599	Symposium on Sea Level Rise in Southeast Asia	past	2019-10-11 09:20:36	2019-10-23 19:00:00	0	13	15	1	Singapore Management University	81 Victoria St	Singapore	Singapore	Free Event! Register here: https://tinyurl.com/y5vphdmk. . Description below from Eventbrite:. . Join us for an exciting evening and the chance to interact with our experts!. . About this Event. Climate change and sea level rise in particular poses an existential threat to many low-lying coastal cities in Southeast Asia, including Singapore. As our world’s oceans get warmer and ice melt in Greenland and the Antarctica continue, sea levels in the Southeast Asian region could rise by up to about 1 metre by the end of the century. Singapore must be prepared for the rising sea levels, “a challenge which needs to be treated with utmost seriousness – similar to how we treat the Singapore Armed Forces”, said Prime Minister Lee Hsien Loong in his 2019 National Day Rally speech.. . The Intergovernmental Panel on Climate Change’s (IPCC) latest Special Report on the Ocean and Cryosphere in a Changing Climate is therefore timely. This seminal report on how the earth’s oceans and cryosphere have been impacted by climate change – e.g. glaciers, ice sheets and ice bergs, will provide useful insights on what such changes mean for people around the world and how can we respond to these challenges to ensure a sustainable future.. . The Symposium gathers a panel of experts, both local and from the IPCC, for a lively exchange on the following topics:. . • Key findings of the Special Report on the Ocean and Cryosphere in a Changing Climate. . • Implications of sea level rise in Southeast Asia and Singapore.. . • Insights on challenges Singapore and our region will face from adapting to climate change and sea level rise. . • What we can do to address such challenges effectively.. . Register here: https://tinyurl.com/y5vphdmk
30640064	Environmental-Awareness-and-Action	77	1	265443270	FOREST CLEANUP AT PULAU UBIN	past	2019-10-06 10:20:53	2019-10-19 14:00:00	0	5	7	0	Pulau Ubin (Jetty Entrance)		508298	Singapore	WE ARE A GROUP OF VOLUNTEERS WHO DO REGULAR CLEANUPS ON PULAU UBIN EVERY 4-6 WEEKS.. . Since the beginning of 2019, around 500 volunteers picked up more than 10 tons of garbage of all kinds, including the usual plastic bottles and aluminium cans, but also big items such as fridges, car batteries, oil buckets and old televisions! It lasts 2 hours and always ends up with food & drinks! Come and join us!. . HOW TO REGISTER:. Register on Eventbrite until Wednesday, 16th of October.. https://octobercleanup.eventbrite.co.uk. . Meeting Point:. Public Jetty (right after the 'Welcome to Pulau Ubin' sign, near the toilets), Pulau Ubin, Singapore. (GPS:[masked],[masked]). . Transportation:. http://goo.gl/YoGNMD. . Please make sure you go to the RIGHT ferry terminal. There are two ferry terminals with almost the same name: Changi Village Ferry Terminal (postcode[masked]) and Changi Ferry Terminal [masked]). The CORRECT one is Changi Village Ferry Terminal (postcode[masked]).. . What to bring:. You are responsible to bring your own equipment and tools such as garbage bags, gardening gloves, good shoes, water, mosquito repellent and sunscreen. We will also help by providing some bags and gloves. If you've got trash pickers or BBQ tongs, please bring them along, it can help too.. . Map Link:. http://goo.gl/A8ejjJ. . Fundraising:. We are raising funds for equipment and materials for upcoming and future events via the following link:. . https://gogetfunding.com/nature-cleanup-in-pulau-ubin-singapore/. . Any support would be much appreciated!. . Notes:. It is highly recommended to wear a long sleeved top and pants/trousers, as well as good shoes in order to avoid get bitten by mosquitoes. Avoid flip-flops or any kind of sandals. Children are welcome to attend the cleanup, however adult supervision is required. Please be on time as it will be hard to find the group once the activity starts. The boat at Changi Village Ferry Terminal leaves every time 12 people are ready to go. In order to be on time at the meeting point, it is advised to reach the ferry terminal no later than 1.15pm.
30640064	Environmental-Awareness-and-Action	77	1	265246602	NELIS Asia Summit - Day 1	past	2019-09-29 07:10:23	2019-10-17 09:30:00	0	2	3	1	The Red Box	113 Somerset Rd	Singapore	Singapore	NELIS – Next Leaders’ Initiative for Sustainability has organised this 3 day Summit for future young leaders in sustainability.. . IMPORTANT NOTE:. THIS EVENT DESCRIPTION IS ONLY FOR DAY ONE OF THE SUMMIT.. . (Youth: below 40 years of age. Seniors are welcome to join as mentors!). . TO REGISTER, AND TO SEE FULL EVENT DETAILS & SPEAKER PROFILES, PLEASE VISIT:. https://www.nelisglobal.org/asia-summit-2019. . The event is free to attend. (There was formerly a 'no-show' fee, but it was later removed.). . DATE & TIME: (DAY ONE). Thursday 17 October[masked]am to 5.30pm. . VENUE: (DAY ONE). The Red Box. Youth Corps Singapore. 113 Somerset Road. Singapore[masked]. . DIRECTIONS:. https://www.youthcorps.sg/en. . ABOUT THE SUMMIT:. . The Summit will run over three days, consisting of fireside chats, closed door leadership sessions, and open sessions, on a wide aspect of sustainability and leadership topics. This year’s theme is ‘How to build young leaders to tackle sustainability challenges entrepreneurially?’. . This gathering of minds is for the participants to learn and share on the latest of sustainability trends, on the skills needed to lead ground-breaking sustainability projects, and to make new connections to collaborate with one another to start-up initiatives to impact local realities.. . It is also about activating the often dormant leadership potential of talented young academics into utilizing their intellectual capabilities for positive impact in their immediate surroundings. It is about giving them their tools of skills upgrading, technology, context and mindset to think entrepreneurially.. . About NELIS:. NELIS, or Next Leaders’ Initiative for Sustainability, is a global network of young leaders working on solutions for sustainability from around the globe. Originating in Japan and active in six continents, we will bring the global NELIS network to Singapore in the NELIS Asia Summit. . Who should attend?. University students, young business professionals, and all other young leaders concerned about the major challenges threatening the livelihoods of people around the world and the vitality of social and natural systems.. . SUMMARY OF TALKS & WORKSHOPS:. . ((( DAY ONE ))). . TALKS:. . 10.00am Welcome speech. 10.20am Arctic expedition. 10.40am Sustainable Tech. 11.20am Meeting UN SDGs. 11.40am Interconnected Awareness in Sustainability. 2.00pm Leadership Principles for Sustainability. 2.20pm Single Use Plastics. 3.00pm Youth Engagement in Japan. 3.20pm Dialogue with Nature. 4.00pm Biomimicry. 4.20pm A.I. for Food Crisis. 5.00pm Closing Speech. 5.30pm Networking. . WORKSHOPS:. . 10.30am Solutions for Circular Economy. 12.30pm Performance Culture for Leaders. 2.30pm 2030 SDGs Game. . ##################. . UPDATE 8 Oct 2019. . When this event was first posted, there was a no-show fee of $147, but the organisers later decided to remove the no-show fee.
30640064	Environmental-Awareness-and-Action	77	1	265621983	Eco-Technology (Mother Earth Toastmasters)	past	2019-10-13 05:07:50	2019-10-16 18:30:00	0	3	6	1	NTUC Centre	1 Marina Blvd	Singapore	Singapore	REGISTER AT THIS LINK:. https://www.eventbrite.com/e/eco-technology-tickets-73519746541?. . ###################. EVENT FEE:. SGD $12. . NOTE: MEETUP.COM SHOWS THE EVENT FEE AS USD $8.74. THIS IS BECAUSE OF A LIMITATION OF MEETUP - IT DOES NOT ALLOW THE COST TO BE DISPLAYED IN SINGAPORE DOLLARS.. . USD $8.74 = SGD $12. . Mode of payment: Eventbrite Website Link above. ###################. . EVENT DESCRIPTION:. What is eco-technology? This term has been used interchangeably with clean, green and environmentally friendly technology. The genre of discussions and efforts revolve around people and businesses in the technological realm to be more sensitive of the environment. These would include considerations on impacts when deploying the latest and/or upgrading systems of mechanization, automation, machinery, industrial science and their components. The end goal then, is to work towards the removal and/or reduction of toxic waste whilst increasing efficiency and achieving desired societal advancement ambitions.. . Eco-technology whilst still in its infancy stage has made in-roads in providing some solutions for a more efficient and greener society. Come join us in October and listen to a variety of speeches as we share information on this topic.. . DATE & TIME:. Wednesday, October 16,[masked]:30 PM – 9:30 PM. . VENUE:. Level 7, Room 701. NTUC Centre. 1 Marina Boulevard. Singapore[masked]. . Near Raffles Place MRT.. . This event is organised by Mother Earth Toastmasters Club (METMC).. . ABOUT METMC:. . Founded in 2015, the Mother Earth Toastmasters Club is a social change organization whose mission is to empower its members to develop quality speaking, listening, writing and publishing skills, across areas of human and environmental sustainability, to aid them and inspire others to take effective action and make a difference toward our survival and well-being.. . Meetings for this club are held about once a month and are open to anyone. You may join as a member or guest. Either way, you will have an opportunity to learn from others, share your thoughts and knowledge, and improve your speaking skills around these important topics.. . For more info about METMC, visit:. https://www.facebook.com/motherearthtmc/
